"","id","name","image_url","is_closed","url","review_count","rating","price","phone","display_phone","distance","coordinates.latitude","coordinates.longitude","location.address1","location.city","location.zip_code","location.country","location.state","category","X","start","end","is.overnight","start.r","end.r"
"341","evergreens-seattle-3","Evergreens","https://s3-media1.fl.yelpcdn.com/bphoto/AnySdD5kWFgzzcwTBRaBRQ/o.jpg",FALSE,"https://www.yelp.com/biz/evergreens-seattle-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",5,4.5,NA,12062945107,"(206) 294-5107",1143.31272696372,47.649496618778,-122.34870648649,"738 N 34th St","Seattle",98103,"US","WA",NA,138,1030,2000,FALSE,1030,2000
"342","yellow-dot-cafe-seattle-2","Yellow Dot Cafe","https://s3-media1.fl.yelpcdn.com/bphoto/AGshASn1V_7Bp2-ZbTPXAg/o.jpg",FALSE,"https://www.yelp.com/biz/yellow-dot-cafe-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",85,3,"$$",12065880659,"(206) 588-0659",1086.0393527055,47.6492161385122,-122.349413149059,"701 N 34th St","Seattle",98103,"US","WA",NA,189,828.571428571429,1600,FALSE,829,1600
"343","zaw-pizza-take-and-bake-seattle","Zaw Pizza Take & Bake","https://s3-media2.fl.yelpcdn.com/bphoto/L03HCIbWFkY-5BEeODksyQ/o.jpg",FALSE,"https://www.yelp.com/biz/zaw-pizza-take-and-bake-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",52,3.5,"$$",12067871198,"(206) 787-1198",769.975059542466,47.63459,-122.357368,"1635 Queen Anne Ave N","Seattle",98109,"US","WA",NA,279,1400,2100,FALSE,1400,2100
"344","eden-hill-seattle","Eden Hill","https://s3-media2.fl.yelpcdn.com/bphoto/10j9t6n1lFTwV5UXrG55bQ/o.jpg",FALSE,"https://www.yelp.com/biz/eden-hill-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",137,4.5,"$$$$",12067086836,"(206) 708-6836",365.03626506522,47.63876,-122.35715,"2209 Queen Anne Ave N","Seattle",98109,"US","WA",NA,141,1700,2200,FALSE,1700,2200
"345","tenth-west-seattle","Tenth West","https://s3-media2.fl.yelpcdn.com/bphoto/QDxxCkNA_yNQJtHyIzfrFA/o.jpg",FALSE,"https://www.yelp.com/biz/tenth-west-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",119,4.5,"$$",12067086742,"(206) 708-6742",1021.02903809498,47.6361083984375,-122.370742797852,"1903 10th Ave W","Seattle",98119,"US","WA",NA,171,800,1400,FALSE,800,1400
"346","pho-than-brothers-seattle-10","Pho Than Brothers","https://s3-media4.fl.yelpcdn.com/bphoto/LSdK7AIrMItrH637a0dnxA/o.jpg",FALSE,"https://www.yelp.com/biz/pho-than-brothers-seattle-10?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",80,4,"$",12069151928,"(206) 915-1928",1168.5684885612,47.64982,-122.35032,"626 N 34th St","Seattle",98103,"US","WA","vietnamese",40,1100,2100,FALSE,1100,2100
"347","blue-moon-burgers-seattle-14","Blue Moon Burgers","https://s3-media1.fl.yelpcdn.com/bphoto/nsct9dOaJx6EfCwF-xp9cQ/o.jpg",FALSE,"https://www.yelp.com/biz/blue-moon-burgers-seattle-14?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",415,3,"$",12065471907,"(206) 547-1907",1178.6917199632,47.6491998762466,-122.348835468292,"703 N 34th St","Seattle",98103,"US","WA",NA,200,1108.57142857143,2100,FALSE,1109,2100
"348","ying-thai-kitchen-seattle","Ying Thai Kitchen","https://s3-media2.fl.yelpcdn.com/bphoto/9us-Vl8GJhOohByGzM2gCg/o.jpg",FALSE,"https://www.yelp.com/biz/ying-thai-kitchen-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",157,3.5,"$$",12062858424,"(206) 285-8424",355.95854541757,47.6390495300293,-122.356521606445,"2220 Queen Anne Ave N","Seattle",98109,"US","WA","thai",306,1128.57142857143,2200,FALSE,1129,2200
"349","orrapin-thai-cuisine-seattle","Orrapin Thai Cuisine","https://s3-media2.fl.yelpcdn.com/bphoto/5vr1_ESj6H65N4_QKU4pzw/o.jpg",FALSE,"https://www.yelp.com/biz/orrapin-thai-cuisine-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",179,3.5,"$$",12062837118,"(206) 283-7118",410.2447371193,47.638444,-122.356507,"10 Boston St","Seattle",98109,"US","WA","thai",318,1100,2130,FALSE,1100,2130
"350","ikiiki-seattle","Ikiiki","https://s3-media2.fl.yelpcdn.com/bphoto/4EMxk0POmeGq5FbZJ_vfYQ/o.jpg",FALSE,"https://www.yelp.com/biz/ikiiki-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",54,3.5,"$$",12062846671,"(206) 284-6671",407.233160026154,47.63855,-122.35634,"12 Boston St","Seattle",98109,"US","WA","japanese",311,1337.5,1858.33333333333,FALSE,1338,1858
"351","falafel-salam-seattle-7","Falafel Salam","https://s3-media2.fl.yelpcdn.com/bphoto/pYBg6e_iDO7qKOCvnJX8bA/o.jpg",FALSE,"https://www.yelp.com/biz/falafel-salam-seattle-7?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",110,4.5,"$",12063252335,"(206) 325-2335",1077.98078156992,47.6501250103046,-122.353105545044,"4746 California Ave SW","Seattle",98116,"US","WA",NA,146,850,2083.33333333333,FALSE,850,2083
"352","paragon-seattle-seattle","Paragon Seattle","https://s3-media2.fl.yelpcdn.com/bphoto/B6_6ntxCfKXW-RP8E3B7cg/o.jpg",FALSE,"https://www.yelp.com/biz/paragon-seattle-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",276,3,"$$",12062834548,"(206) 283-4548",430.028374177918,47.6379623413086,-122.357322692871,"2125 Queen Anne Ave N","Seattle",98109,"US","WA",NA,182,1092.85714285714,200,TRUE,1093,200
"353","jai-thai-seattle-7","Jai Thai","https://s3-media3.fl.yelpcdn.com/bphoto/bL4gofLBGokPbTR6aAsWzA/o.jpg",FALSE,"https://www.yelp.com/biz/jai-thai-seattle-7?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",341,3,"$$",12066327060,"(206) 632-7060",1180.71138260042,47.6497904956341,-122.349868118763,"3425 Fremont Ave N","Seattle",98103,"US","WA","thai",202,785.714285714286,0,TRUE,786,0
"354","zapverr-thai-restaurant-and-lounge-seattle","ZapVerr Thai Restaurant & Lounge","https://s3-media4.fl.yelpcdn.com/bphoto/BVzazYIwzAyJe6obwRBZ-A/o.jpg",FALSE,"https://www.yelp.com/biz/zapverr-thai-restaurant-and-lounge-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",188,3.5,"$$",12066322898,"(206) 632-2898",1205.17371189725,47.64986,-122.34946,"3410 Fremont Ave N","Seattle",98103,"US","WA","thai",298,1128.57142857143,1628.57142857143,TRUE,1129,1629
"355","zeeks-pizza-seattle-12","Zeeks Pizza","https://s3-media1.fl.yelpcdn.com/bphoto/L92z1uE7oXUeaDTuUh2rbA/o.jpg",FALSE,"https://www.yelp.com/biz/zeeks-pizza-seattle-12?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",52,4,"$$",12062587870,"(206) 258-7870",579.48751572429,47.63651,-122.35727,"1915 Queen Anne Ave N","Seattle",98109,"US","WA",NA,90,1100,2200,FALSE,1100,2200
"356","queen-anne-cafe-seattle","Queen Anne Cafe","https://s3-media4.fl.yelpcdn.com/bphoto/TjjQlt4xPkH-WLmEF8bORg/o.jpg",FALSE,"https://www.yelp.com/biz/queen-anne-cafe-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",153,3,"$$",12062852060,"(206) 285-2060",441.761069660032,47.6377,-122.35717,"2121 Queen Anne Ave N","Seattle",98109,"US","WA",NA,179,1145.83333333333,1715,FALSE,1146,1715
"357","nickerson-street-saloon-seattle","Nickerson Street Saloon","https://s3-media4.fl.yelpcdn.com/bphoto/k29aTU2ZOSQpVMYcHtAcwQ/o.jpg",FALSE,"https://www.yelp.com/biz/nickerson-street-saloon-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",159,3.5,"$$",12062848819,"(206) 284-8819",907.539870256352,47.646633,-122.350219,"318 Nickerson St","Seattle",98109,"US","WA",NA,287,1130,100,TRUE,1130,100
"358","thai-fusion-seattle-2","Thai Fusion","https://s3-media4.fl.yelpcdn.com/bphoto/ye86aQZAiFWDnfXqlxooCA/o.jpg",FALSE,"https://www.yelp.com/biz/thai-fusion-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",224,3,"$$",12062851020,"(206) 285-1020",888.991545361796,47.64922,-122.35697,"15 Nickerson St","Seattle",98109,"US","WA","thai",210,1128.57142857143,2100,FALSE,1129,2100
"359","elliott-bay-pizza-seattle","Elliott Bay Pizza","https://s3-media1.fl.yelpcdn.com/bphoto/4J19YzS37_wP4fXpuu3WYg/o.jpg",FALSE,"https://www.yelp.com/biz/elliott-bay-pizza-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",83,3.5,"$",12062850500,"(206) 285-0500",458.083275321456,47.63768,-122.35719,"2115 Queen Anne Ave N","Seattle",98109,"US","WA",NA,283,1100,2012.85714285714,FALSE,1100,2013
"360","the-red-door-seattle","The Red Door","https://s3-media1.fl.yelpcdn.com/bphoto/xjXavirhqeGZuDLBqUMFNw/o.jpg",FALSE,"https://www.yelp.com/biz/the-red-door-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",302,3,"$$",12065477521,"(206) 547-7521",1131.55602238188,47.6501083374023,-122.351600646973,"3401 Evanston Ave N","Seattle",98103,"US","WA",NA,176,1100,57.1428571428571,TRUE,1100,57
"361","eat-thai-cuisine-seattle-2","Eat Thai Cuisine","https://s3-media2.fl.yelpcdn.com/bphoto/Ce4fJ1fAuCSscQJUhnun8Q/o.jpg",FALSE,"https://www.yelp.com/biz/eat-thai-cuisine-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",25,3,"$$",12062851233,"(206) 285-1233",832.625989819666,47.64842,-122.35542,"101 Nickerson St","Seattle",98109,"US","WA","thai",183,1171.42857142857,2100,FALSE,1171,2100
"362","evergreens-seattle-3","Evergreens","https://s3-media1.fl.yelpcdn.com/bphoto/AnySdD5kWFgzzcwTBRaBRQ/o.jpg",FALSE,"https://www.yelp.com/biz/evergreens-seattle-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",5,4.5,NA,12062945107,"(206) 294-5107",1209.44203434458,47.649496618778,-122.34870648649,"738 N 34th St","Seattle",98103,"US","WA",NA,138,1030,2000,FALSE,1030,2000
"363","yellow-dot-cafe-seattle-2","Yellow Dot Cafe","https://s3-media1.fl.yelpcdn.com/bphoto/AGshASn1V_7Bp2-ZbTPXAg/o.jpg",FALSE,"https://www.yelp.com/biz/yellow-dot-cafe-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",85,3,"$$",12065880659,"(206) 588-0659",1150.81751052591,47.6492161385122,-122.349413149059,"701 N 34th St","Seattle",98103,"US","WA",NA,189,828.571428571429,1600,FALSE,829,1600
"364","zaw-pizza-take-and-bake-seattle","Zaw Pizza Take & Bake","https://s3-media2.fl.yelpcdn.com/bphoto/L03HCIbWFkY-5BEeODksyQ/o.jpg",FALSE,"https://www.yelp.com/biz/zaw-pizza-take-and-bake-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",52,3.5,"$$",12067871198,"(206) 787-1198",784.490505534882,47.63459,-122.357368,"1635 Queen Anne Ave N","Seattle",98109,"US","WA",NA,279,1400,2100,FALSE,1400,2100
"365","haenam-kalbi-and-calamari-shoreline","Haenam Kalbi & Calamari","https://s3-media4.fl.yelpcdn.com/bphoto/XqipZMvDTgzleCMmQh1ddg/o.jpg",FALSE,"https://www.yelp.com/biz/haenam-kalbi-and-calamari-shoreline?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",210,4,"$$",12063677843,"(206) 367-7843",12.461960017348,47.73792,-122.34552,"15001 Aurora Ave N","Shoreline",98133,"US","WA",NA,82,1100,0,FALSE,1100,0
"366","qian-noodle-seattle","Qian Noodle","https://s3-media1.fl.yelpcdn.com/bphoto/L7PjAlvFZuCPvvjD-mCFPw/o.jpg",FALSE,"https://www.yelp.com/biz/qian-noodle-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",64,4.5,"$$",12064076269,"(206) 407-6269",1186.47020864627,47.72729,-122.34429,"13510 Aurora Ave N","Seattle",98133,"US","WA","chinese",98,1200,2100,FALSE,1200,2100
"367","beyond-the-bowl-seattle","Beyond The Bowl","https://s3-media1.fl.yelpcdn.com/bphoto/YilJDvM0cT3dVfk9nlJjsg/o.jpg",FALSE,"https://www.yelp.com/biz/beyond-the-bowl-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",59,4.5,"$$",12062574489,"(206) 257-4489",4322.42667288714,47.7197699,-122.29466,"12518 Lake City Way NE","Seattle",98125,"US","WA","japanese",153,1200,2125.71428571429,FALSE,1200,2126
"368","santa-fe-mexican-grill-and-cantina-seattle","Santa Fe Mexican Grill & Cantina","https://s3-media4.fl.yelpcdn.com/bphoto/NDauUbkZOrnYD7T3zpAyZQ/o.jpg",FALSE,"https://www.yelp.com/biz/santa-fe-mexican-grill-and-cantina-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",12,5,NA,12065339213,"(206) 533-9213",3367.48749660588,47.76603,-122.36553,"630 NW Richmond Beach Rd","Seattle",98177,"US","WA","mexican",257,1100,2128.57142857143,FALSE,1100,2129
"369","yangs-noodle-seattle","Yang's Noodle","https://s3-media4.fl.yelpcdn.com/bphoto/3T4dXUNf4Kob1_nkgeDbkQ/o.jpg",FALSE,"https://www.yelp.com/biz/yangs-noodle-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",128,4,"$$",12063621206,"(206) 362-1206",234.110570386972,47.73583,-122.34551,"14725 Aurora Ave N","Seattle",98133,"US","WA","chinese",25,1100,2153.33333333333,FALSE,1100,2153
"370","indo-cafe-seattle-2","Indo Cafe","https://s3-media2.fl.yelpcdn.com/bphoto/FXa6xSgxY8iWeQSGe8IvUA/o.jpg",FALSE,"https://www.yelp.com/biz/indo-cafe-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",204,4,"$$",12063610699,"(206) 361-0699",863.464837856862,47.7301330566406,-122.344604492188,"13754 Aurora Ave N","Seattle",98133,"US","WA",NA,8,1130,2128.57142857143,FALSE,1130,2129
"371","kobe-bento-teriyaki-shoreline-2","Kobe Bento Teriyaki","https://s3-media1.fl.yelpcdn.com/bphoto/wdAdzUGFmbQ2BPFEGNTHeA/o.jpg",FALSE,"https://www.yelp.com/biz/kobe-bento-teriyaki-shoreline-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",3,5,"$",12065331927,"(206) 533-1927",2678.07866059924,47.7615478,-122.3457512,"18336 Aurora Ave N","Shoreline",98133,"US","WA","japanese",242,1030,2100,FALSE,1030,2100
"372","kiriba-sushi-seattle","Kiriba Sushi","https://s3-media4.fl.yelpcdn.com/bphoto/rp19-UdrdAMF0W_se1-S3Q/o.jpg",FALSE,"https://www.yelp.com/biz/kiriba-sushi-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",146,4,"$$",12063632288,"(206) 363-2288",783.795289001358,47.73394,-122.35447,"323 N 145th St","Seattle",98133,"US","WA","japanese",22,1440.90909090909,1795.45454545455,FALSE,1441,1795
"373","nara-chinese-restaurant-shoreline","Nara Chinese Restaurant","https://s3-media2.fl.yelpcdn.com/bphoto/DaHO9fMtXII1sNQ3nzbOpQ/o.jpg",FALSE,"https://www.yelp.com/biz/nara-chinese-restaurant-shoreline?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",89,3.5,"$$",12064179978,"(206) 417-9978",59.376284995898,47.73839,-122.34622,"15033 Aurora Ave N","Shoreline",98133,"US","WA","chinese",319,1271.42857142857,200,TRUE,1271,200
"374","the-guest-house-kenmore","The Guest House","https://s3-media3.fl.yelpcdn.com/bphoto/fYm3SpUYB-YKGCFYOUW9YQ/o.jpg",FALSE,"https://www.yelp.com/biz/the-guest-house-kenmore?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",28,4.5,"$$",14254024990,"(425) 402-4990",7169.11093463467,47.73836,-122.25004,"6810 NE 153rd Pl","Kenmore",98028,"US","WA",NA,172,1227.27272727273,1681.81818181818,FALSE,1227,1682
"375","old-village-korean-restaurant-shoreline-3","Old Village Korean Restaurant","https://s3-media3.fl.yelpcdn.com/bphoto/JHA6N-HhG0qBohIGMQ_ddw/o.jpg",FALSE,"https://www.yelp.com/biz/old-village-korean-restaurant-shoreline-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",401,3.5,"$$",12063656679,"(206) 365-6679",163.58636854273,47.73913,-122.34476,"15200 Aurora Ave N","Shoreline",98133,"US","WA",NA,275,1100,2200,FALSE,1100,2200
"376","rise-and-shine-bakery-shoreline","Rise & Shine Bakery","https://s3-media3.fl.yelpcdn.com/bphoto/jAMNPX3rnj3i6fud_C-Fvg/o.jpg",FALSE,"https://www.yelp.com/biz/rise-and-shine-bakery-shoreline?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",59,5,"$",12066294987,"(206) 629-4987",3997.49893452422,47.77385,-122.34572,"19920 Aurora Ave N","Shoreline",98133,"US","WA",NA,231,1033.33333333333,1900,FALSE,1033,1900
"377","loxicha-authentic-oaxaca-cuisine-seattle","Loxicha Authentic Oaxaca Cuisine","https://s3-media3.fl.yelpcdn.com/bphoto/gdfqdmYNHjl1yKgPD3M9qA/o.jpg",FALSE,"https://www.yelp.com/biz/loxicha-authentic-oaxaca-cuisine-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",44,5,"$",12068985803,"(206) 898-5803",3692.11922890166,47.71373,-122.31209,"11552 15th Ave NE","Seattle",98125,"US","WA","mexican",234,1100,2100,FALSE,1100,2100
"378","salt-and-iron-edmonds","Salt and Iron","https://s3-media4.fl.yelpcdn.com/bphoto/9bcLxnsGir6MVhiBQ2b3uw/o.jpg",FALSE,"https://www.yelp.com/biz/salt-and-iron-edmonds?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",451,4,"$$",14253611112,"(425) 361-1112",8510.29987976484,47.8113012741834,-122.37917938706,"321 Main St","Edmonds",98020,"US","WA",NA,38,1042.85714285714,2228.57142857143,FALSE,1043,2229
"379","hk-dim-sum-seattle-2","HK Dim Sum","https://s3-media4.fl.yelpcdn.com/bphoto/lZFB_eciFu9YIVwsuImQXw/o.jpg",FALSE,"https://www.yelp.com/biz/hk-dim-sum-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",298,3,"$$",12068299189,"(206) 829-9189",1453.1692842985,47.7250299,-122.3436,"13200 Aurora Ave N","Seattle",98133,"US","WA",NA,205,1000,2100,FALSE,1000,2100
"380","2c-thai-bistro-and-spirits-seattle-2","2C Thai Bistro & Spirits","https://s3-media1.fl.yelpcdn.com/bphoto/77OV6jYzLRr03Tjrgtvarw/o.jpg",FALSE,"https://www.yelp.com/biz/2c-thai-bistro-and-spirits-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",206,4.5,"$$",12067395909,"(206) 739-5909",4326.89032849416,47.7195091,-122.2947617,"12506 Lake City Way NE","Seattle",98125,"US","WA","thai",95,1354.54545454545,1963.63636363636,FALSE,1355,1964
"381","med-mix-seattle-3","Med Mix","https://s3-media1.fl.yelpcdn.com/bphoto/sJglO0FfLi9fZ8KLmnWDqQ/o.jpg",FALSE,"https://www.yelp.com/biz/med-mix-seattle-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",8,5,"$",12063255642,"(206) 325-5642",3165.77351559702,47.59946,-122.30302,"2204 S Jackson St","Seattle",98144,"US","WA","mediterranean",232,1100,2100,FALSE,1100,2100
"382","reckless-noodle-house-seattle-2","Reckless Noodle House","https://s3-media3.fl.yelpcdn.com/bphoto/SdjLsyM7uR5d7cTdWm9boA/o.jpg",FALSE,"https://www.yelp.com/biz/reckless-noodle-house-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",21,4.5,"$$",12063295499,"(206) 329-5499",3344.09789155439,47.5991,-122.29906,"2519 S Jackson St","Seattle",98144,"US","WA",NA,159,1600,433.333333333333,TRUE,1600,433
"383","bys-seattle","By's","https://s3-media1.fl.yelpcdn.com/bphoto/JU80kzV3bkamOw-MHBrX7A/o.jpg",FALSE,"https://www.yelp.com/biz/bys-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",96,4,"$",12066229901,"(206) 622-9901",98.722658690724,47.57751,-122.32956,"2901 4th Ave S","Seattle",98134,"US","WA",NA,61,1000,1950,FALSE,1000,1950
"384","daddy-gs-seattle-2","Daddy G's","https://s3-media1.fl.yelpcdn.com/bphoto/nnHSuDOrWKdBHMVDipZocQ/o.jpg",FALSE,"https://www.yelp.com/biz/daddy-gs-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",14,4.5,"$$",12064203068,"(206) 420-3068",758.090376864214,47.5845187,-122.3339691,"1950 1st Ave S","Seattle",98134,"US","WA","italian",117,1086.66666666667,1476.66666666667,TRUE,1087,1477
"385","dough-zone-dumpling-house-seattle-2","Dough Zone Dumpling House","https://s3-media2.fl.yelpcdn.com/bphoto/OAoNnMaTkXFiiZAlHc_iVw/o.jpg",FALSE,"https://www.yelp.com/biz/dough-zone-dumpling-house-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",203,4,"$$",12062859999,"(206) 285-9999",2246.88382327087,47.5981,-122.32742,"504 5th Avenue S","Seattle",98104,"US","WA","shanghainese",63,1100,2200,FALSE,1100,2200
"386","chan-seattle-seattle-2","Chan Seattle","https://s3-media4.fl.yelpcdn.com/bphoto/GW_ZhVgN9AFy6R7uJwB8Ig/o.jpg",FALSE,"https://www.yelp.com/biz/chan-seattle-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",670,4.5,"$$",12064435443,"(206) 443-5443",3629.49522336546,47.6098823547363,-122.341438293457,"86 Pine St","Seattle",98101,"US","WA",NA,168,1700,2200,FALSE,1700,2200
